"email","company","city","title","category","published_at","detail_url","employer_website","refnr","source"
"bewerbung@kas-elektrotechnik.de","KAS Elektrotechnik GmbH","Kassel, Hessen","Dachdecker / Solarteur für Solaranlagenbau – Festanstellung in Kassel","Bau, Ausbau & Gebäudetechnik","2026-06-17","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003240990-S","","10001-1003240990-S","arbeitsagentur"
"bewerbung@dieschachtsanierer.de","Die Schachtsanierer Mario Thor","Heilbad Heiligenstadt","Bau - Helfer - Mitarbeiter für die Schachtsanierung ab HIG ges. m/w/d !","Bau, Ausbau & Gebäudetechnik","2026-06-17","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003240133-S","","10001-1003240133-S","arbeitsagentur"
"karriere@personalpartner-deutschland.de","Anja Stöcker PersonalPartner Deutschland","Weil im Schönbuch","Dachdeckerhelfer (m/w/d) – Weil im Schönbuch / Raum Stuttgart","Bau, Ausbau & Gebäudetechnik","2026-06-17","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003239274-S","","10001-1003239274-S","arbeitsagentur"
"bewerbung-hamm@tempton.de","Tempton Personaldienstleistungen GmbH - NL Hamm","Hamm, Westfalen","Beton- und Stahlbetonbauer (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-17","https://www.arbeitsagentur.de/jobsuche/jobdetail/14751-373A105191-S","https://bewerbung.jobs/acbd8ebe-ba7b-4103-9923-3c1c619342c1?source=00119ac8-3a27-4400-916b-5fea8eefc2a6","14751-373A105191-S","arbeitsagentur"
"bewerbung@dinkelacker-blitzschutz.de","Blitzschutzbau Walter Dinkelacker","Nürtingen","Elektrotechniker / Elektroingenieur (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-17","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003238245-S","","10001-1003238245-S","arbeitsagentur"
"personal@heizmann-baut.de","Jörg Heizmann Bauunternehmung GmbH","Osterburken","AUSBILDUNG 2027 - Beton-/Stahlbetonbauer/in (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-17","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206863754-S","","10000-1206863754-S","arbeitsagentur"
"uh-unternehmensberatung@web.de","UH Unternehmensberatung","Bitterfeld-Wolfen","Dachdecker (m/w/d) für die Region Bitterfeld gesucht - ab 20,00 €","Bau, Ausbau & Gebäudetechnik","2026-06-17","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003237953-S","","10001-1003237953-S","arbeitsagentur"
"wagner@holzapfel-gmbh.de","Holzapfel Holzsystemtechnik GmbH","Eschwege","Dachdecker","Bau, Ausbau & Gebäudetechnik","2026-06-17","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206863217-S","","10000-1206863217-S","arbeitsagentur"
"bewerbung@bussebau.de","Busse Bau GmbH","Magdeburg","Bauingenieur im Bereich Hoch- und / oder Tiefbau (w/m/d)","Bau, Ausbau & Gebäudetechnik","2026-06-17","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206845413-S","","10000-1206845413-S","arbeitsagentur"
"sekretariat@galabau-fiedrich.de","Bernd Fiedrich GmbH Garten- und Landschaftsbau","Nauen, Havelland","Vorarbeiter (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-17","https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4853526381-S","https://www.persy.jobs/persy/l/job-j2jrb-b","12288-4853526381-S","arbeitsagentur"
"bewerbung@deko-studio-schwab.de","Deko-Studio Schwab GmbH & Co. KG","Hirzenhain, Wetteraukr","Monteur (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206858300-S","","10000-1206858300-S","arbeitsagentur"
"clarissa.malerczyk@weberhaus.de","WeberHaus GmbH & Co. KG","Rheinau, Baden","Montagevorbereiter Fertighaus (m/w/d) Bodenplatten & Keller","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/12513-0007643228-S","https://www.jobboerse-direkt.de/stellenangebote/Montagevorbereiter-m-w-d-7643228","12513-0007643228-S","arbeitsagentur"
"guenzburg@coperso.de","Coperso GmbH","Leipheim","Maurer (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003231988-S","","10001-1003231988-S","arbeitsagentur"
"hildesheim@arwa.de","ARWA Personaldienstleistungen GmbH","Gronau (Leine)","Betonwarenherstellung (m/w/d) Facharbeiter","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/14385-602-2585558-26-S","","14385-602-2585558-26-S","arbeitsagentur"
"s.sudhoff@sundb.info","S&B Personalservice GmbH","Potsdam","Stahlbetonbauer / Hochbauer / Betonfachkraft (m/w/d) mit Entwicklungsperspektive in Potsdam","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/12842-k45127.3339-S","","12842-k45127.3339-S","arbeitsagentur"
"bewerbungen@tirol.gv.at","LAND TIROL Amt der Tiroler Landesregierung","Leisach","Maurer/in","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17256734-S","https://jobs.ams.at/public/emps/jobs/e001704c-79a0-3fd4-be49-59fffb87a5e3","11949-17256734-S","arbeitsagentur"
"team.spittal@trummer.eu","Trummer Montage & Personal Standort Spittal","Lienz","Maurer/in","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17257519-S","https://jobs.ams.at/public/emps/jobs/8b65a346-5f9a-330c-9dba-de8b36d5ae5a","11949-17257519-S","arbeitsagentur"
"rekruting@octojobs.at","OCTOJOBS Personalmanagement GmbH","Lauterach","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17256773-S","https://jobs.ams.at/public/emps/jobs/53692070-da90-32cd-bf74-a7e9b7b4ce08","11949-17256773-S","arbeitsagentur"
"bernhard.judar@aon.at","Bernhard Judar e.U.","St. Aegyd am Neuwalde","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17256531-S","https://jobs.ams.at/public/emps/jobs/5f3aaaab-716c-3957-be74-6ba6889665d8","11949-17256531-S","arbeitsagentur"
"h.lepuschitz@personal-zellner.at","ZELLNER Personal Lösungen GmbH","Bundesland: Wien","Maurer/in","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17256313-S","https://jobs.ams.at/public/emps/jobs/121b8633-b375-3692-9098-fc989164c0cd","11949-17256313-S","arbeitsagentur"
"karriere@trepka.at","Trepka Alfred GmbH","Ober-Grafendorf","Einschaler/in","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17256876-S","https://jobs.ams.at/public/emps/jobs/47e95808-40df-3a4b-a07a-0fb72cbcfac0","11949-17256876-S","arbeitsagentur"
"kufstein@apsgroup.at","APS Group GmbH & Co KG","Brixlegg","Feuerungs- und Schornsteinbauer/in","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17257481-S","https://jobs.ams.at/public/emps/jobs/eacb41ad-3b3d-31a1-b8ff-562843cb85c8","11949-17257481-S","arbeitsagentur"
"bewerbung@schmitzer.at","SCHMITZER Dach & Bau GmbH","Wien,Liesing","Dachdecker/in","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17256204-S","https://jobs.ams.at/public/emps/jobs/7df57580-d7e3-300b-bfbb-3408d61b4447","11949-17256204-S","arbeitsagentur"
"info@renejakobsbedachung.de","Rene Jakobs Bedachung Inh. Rene Jakobs","Gundheim","Dachdecker Geselle","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003236107-S","","10001-1003236107-S","arbeitsagentur"
"info@graefe-bedachungen.de","Florian Gräfe","Ottersberg bei Bremen","Ausbildung Dachdeckr/in (m/w/d) 2027 in Otterstedt","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206816630-S","","10000-1206816630-S","arbeitsagentur"
"ausbildung-rms@remondis.de","Xervon GmbH","Schwedt/Oder","Ausbildung zum Gerüstbauer für 2026 (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/14332-00002f29b35001-S","","14332-00002f29b35001-S","arbeitsagentur"
"jobs@kdw-hr.de","kdw HR GmbH & Co. KG","Pansdorf, Holstein","Vorarbeiter (m/w/d) Baustelle Privatkunden","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/17007-KNR2W2900I6OM1SE-S","","17007-KNR2W2900I6OM1SE-S","arbeitsagentur"
"jobs-riesa@ic-team.de","IC TEAM GS RIESA IC TEAM Personaldienste GmbH Zeitarbeit","Oschatz","Betonstahlbauer (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/12306-RS39B63AE3KNEVTO-S","","12306-RS39B63AE3KNEVTO-S","arbeitsagentur"
"m.paglia@first-p.de","first personalmanagement GmbH","Kirchheim unter Teck","Bauingenieur (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/14152-QW8PE220JG543D5O-S","","14152-QW8PE220JG543D5O-S","arbeitsagentur"
"recruiting@feig-gerueste.de","Feig Gerüste GmbH","Kösching","Kolonnenführer / Kolonnenführerin (m/w/x)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206856062-S","","10000-1206856062-S","arbeitsagentur"
"kontakt@geruestbau-bina.de","Gerüstbau BINA GmbH","Hannover","Gerüstbaumeister Projektleiter (m/w/d) Fokus Vertrieb & Akquise","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003234524-S","","10001-1003234524-S","arbeitsagentur"
"info@hochstatterbau.de","Hochstatter Bauunternehmen GmbH & Co. KG","Wittislingen","Ausbildung 2027","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206855705-S","","10000-1206855705-S","arbeitsagentur"
"info@kraetz-bau.de","Krätz Bau GmbH & Co. KG","Dillingen an der Donau","Teamverstärkung Bau gesucht m/w/d","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206855096-S","","10000-1206855096-S","arbeitsagentur"
"bewerbung@moser-bau.de","MOSER GmbH & Co. KG","Baden-Baden","2027 Maurer (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206854971-S","","10000-1206854971-S","arbeitsagentur"
"c.pflug@secutecc.de","SecuTecc Sicherheits- und Fenstertechnik GmbH","Wilsdruff","Servicetechniker Dachfenstertechnik (m/w/d) für den Bereich Dresden","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003231388-S","","10001-1003231388-S","arbeitsagentur"
"markt@bissingen.de","Markt Bissingen","Bissingen, Schwaben","Mitarbeiter/-in (m/w/d) für den gemeindlichen Bauhof","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206854687-S","","10000-1206854687-S","arbeitsagentur"
"karriere@wbb-ag.de","WBB Bau & Beton GmbH","Umpferstedt","Mitarbeiter (m/w/d) für unser Team","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003233770-S","","10001-1003233770-S","arbeitsagentur"
"karriere@bischoff-ptr.de","PTR Bischoff GmbH","Neukirchen, Knüllgeb","Mitarbeiter (m/w/d) im bautechnischen Dienst","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206835673-S","","10000-1206835673-S","arbeitsagentur"
"info@schuette-dach.de","Schütte Bedachungs GmbH","Schmallenberg","Ausbildung 2027 - Dachdecker/in (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206849484-S","","10000-1206849484-S","arbeitsagentur"
"bjoernrathje@outlook.de","Maurermeister Björn Rathje","Reinsbüttel","Ausbildung 2026 u. 2027 (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206848805-S","","10000-1206848805-S","arbeitsagentur"
"kerstin.zeilinger@much.de","Gemeinde Much Gemeinde Much","Much","Staatl. geprüften Hochbautechniker/in (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003230137-S","","10001-1003230137-S","arbeitsagentur"
"napolanobedachungen@gmx.de","Napolano Bedachung UG (haftungsbeschränkt)","Köln","Vollzeitstelle oder Teilzeitstelle","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003230351-S","","10001-1003230351-S","arbeitsagentur"
"info@projektbau-hs.de","Projektbau Hanses und Schade GmbH","Lennestadt","Maurer/in","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206846828-S","","10000-1206846828-S","arbeitsagentur"
"baugeschaeft@bauass-koepf.de","Bau ASS Köpf GmbH & Co. KG","Hopferau","Maurer*in (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206846755-S","","10000-1206846755-S","arbeitsagentur"
"p.leibing@alphaengineering.eu","Alpha-Engineering KG - Erfurt","Erfurt","Baustatiker (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/12668-28bf06c634fc4ad-S","","12668-28bf06c634fc4ad-S","arbeitsagentur"
"info@dachdecker-winter.de","Winter +  Sohn GmbH Bedachungen","Herne, Westfalen","Dachdecker-Vorarbeiter","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206845583-S","","10000-1206845583-S","arbeitsagentur"
"info@hpahortig.de","HPA Hortig Nicky Hortig","Gräfenhainichen","Maurer / Putzer / Maler (m/w/d) Bitterfeld-Wolfen gesucht - ab 18 € (keine Montage)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003230274-S","","10001-1003230274-S","arbeitsagentur"
"bewerbung@knoop.com","Knoop Personal-Service GmbH","Geesthacht","Maurer (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/12479-S516TYLB351OOES5-S","","12479-S516TYLB351OOES5-S","arbeitsagentur"
"info@bavaria-headhunter.de","BavariaHeadhunter Schlegel & Wegner GbR","Bad Kissingen","Polier (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/11971-1001907205457087-S","https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-907205-457087&mtm_campaign=ba","11971-1001907205457087-S","arbeitsagentur"
"pav-saara@web.de","Büroservice & Arbeitsvermittlung Uta Hager","Sangerhausen","Beton- und Stahlbetonbauer, Schalungsbauer  (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-16","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003214874-S","","10001-1003214874-S","arbeitsagentur"
"bolsewig@gs-company.de","GS-COMPANY GmbH & Co. KG","Zühlsdorf","Betonbauer (m/w/d) in Brandenburg","Bau, Ausbau & Gebäudetechnik","2026-06-15","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003228152-S","","10001-1003228152-S","arbeitsagentur"
"greta.berheide@buk-bedachungen.de","Berheide & Kozlik Bedachungen GmbH","Harsewinkel","Spaß am selbständigen Arbeiten ? Helfer/in  (m/w/d) Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-15","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206839307-S","","10000-1206839307-S","arbeitsagentur"
"bewerbung@scheidt.de","Scheidt GmbH & Co. KG Standort Rinteln","Arnstadt","Projektmitarbeiter Sonderbau Stahlbeton (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-15","https://www.arbeitsagentur.de/jobsuche/jobdetail/18286-0065298196-S","","18286-0065298196-S","arbeitsagentur"
"alex.geier@enerix.com","Energietechnik Geier GmbH","Losheim am See","Dachdeckermeister (m/w/d) dringend gesucht","Bau, Ausbau & Gebäudetechnik","2026-06-15","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206814274-S","","10000-1206814274-S","arbeitsagentur"
"sarah.wutte@thgpersonal.at","THG Personal GmbH","Gerasdorf","Maurer/in","Bau, Ausbau & Gebäudetechnik","2026-06-15","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17253775-S","https://jobs.ams.at/public/emps/jobs/65d3ab86-0e6d-37fb-9907-bc7666aa46b6","11949-17253775-S","arbeitsagentur"
"team.hartberg@trummer.eu","Trummer Montage & Personal Standort Hartberg","Hartberg","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-15","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17254580-S","https://jobs.ams.at/public/emps/jobs/cc9144a9-cde1-3a99-946e-a9716e34564a","11949-17254580-S","arbeitsagentur"
"info@geruestbau-winkler.com","Gerüstbau Winkler GmbH & Co. KG","Barßel","Gerüstbauer (m/w/d) Gerüstbauhelfer (m/w/d) mit LKW-Führerschein gesucht","Bau, Ausbau & Gebäudetechnik","2026-06-15","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003222486-S","","10001-1003222486-S","arbeitsagentur"
