"agency_name","address","city","email","phone_number","website"
"SocialRecruit GmbH & Co. KG","Amselring 19a","Breddenberg","","0156 78 47 70 21","https://socialrecruit.de/"
"Studitaf e.K.","Ludwig-Prandtl-Str. 56","Göttingen","","0551 25 02 40 60","http://www.studitaf.com"
"Telefoniejobs.de","Carl-Benz-Str. 31, (Bahnhof Reken)","Reken","","0174 7 26 61 16","https://www.telefoniejobs.de"
"vadeha connect","Kirschallee 1","Markkleeberg","","0177 3 08 36 31","https://vadeha-connect.com"
"W&J Solution","Gnarrenburger Str. 1","Bremervörde","","01590 1 35 96 08","https://wjsolution.de/"
"JobKompass Personalvermittlung","Kauperstr. 38, (Schmellwitz)","Cottbus","","0171 61 64 83 05","https://jobkompass-personalvermittlung.de/"
"Talentschuppen GmbH","An der Halle 400 1, (Gaarden-Ost)","Kiel","","0431 90 89 10 10",""
"Adesso Personal GmbH","Eibacher Hauptstr. 141, (Eibach)","Nürnberg","info@adesso-personal.de","0911 47 75 12 90",""
"Alpha Consult KG","Ernst-Augustin-Str. 2, (Adlershof)","Berlin","","030 2 05 91 70",""
"Daddel GmbH","Frankenstr. 152, (Gibitzenhof)","Nürnberg","support@daddel.org","0911 31 10 97 34",""
"Erfolgsrad GmbH","Unter den Linden 21, (Mitte)","Berlin","info@erfolgsradbildung.de","030 46 90 26 47",""
"FindYou Consulting GmbH","Karl-Liebknecht-Str. 29, (Mitte)","Berlin","kontakt@findyou.de","030 26 31 71 81",""
"HandsNOW Personalservice UG (haftungsbeschränkt)","Ossietzkystr. 4, (Pankow)","Berlin","info@handsnow.de","0800 4 26 37 66","https://handsnow.de"
"InterReCo e.K.","Ludwig-Thoma-Str. 26","Langquaid","info@interreco.com","09452 3 21 38 99",""
"ISARIUS Recruiting GmbH","Ordensmeisterstr. 15 -16, (Tempelhof)","Berlin","kontakt@isarius-recruiting.de","030 5 19 99 81 90",""
"J&E Vertriebs UG (haftungsbeschränkt)","Königsberger Str. 20, (Stockenhut)","Weiden i.d.OPf.","info@juevertrieb.de","0160 1 89 88 86",""
"Manthey & Drews Placements GbR Moritz Manthey, Leonhard Drews","Bundesallee 221, (Wilmersdorf)","Berlin","info@manthey-drews.de","0152 23 96 44 58",""
"MEYHEADHUNTER Deutschland GmbH","Kurfürstendamm 15, (Charlottenburg)","Berlin","berlin@meyheadhunter.de","030 5 77 13 88 40",""
"Nowak Joachim","Wirtsweg 13, (Unterspiesheim)","Kolitzheim","frontoffice@jobelite.com","09723 9 37 07 05",""
"Personalvermittlung Pflege 24","Hauptstraße 159, (Schöneberg)","Berlin","","0157 92 36 92 81","https://personalvermittlung-pflege24.de/"
"Rappl Wolfgang","Grub 31, (Grub)","Moosbach","info@ags-germany.de","0160 96 43 30 27",""
"RECRUNIT GmbH","Friedrichstr. 68, (Mitte)","Berlin","info@recrunit.com","01522 2 63 85 97",""
"Scheermann Andreas","Ernst-Herrmann-Str. 17","Amberg","info@personalvermittlung.eu","0163 4 02 74 21",""
"Schuckart Consulting GmbH","Englische Str. 21, (Charlottenburg)","Berlin","info@schuckart-consulting.de","030 2 20 66 27 10",""
"sechsfünftel GmbH Berlin","Nürnberger Str. 49, (Schöneberg)","Berlin","berlin@sechsfuenftel.de","030 68 07 37 20","https://sechsfuenftel.de"
"Söll Amir Dylan","Bessemerstr. 82, (Schöneberg)","Berlin","info@amival.de","030 8 14 53 33 90",""
"TASEA GmbH","Kolonnenstr. 8, (Schöneberg)","Berlin","info@tasea.de","030 16 63 66 60","https://www.tasea.de"
"1A Zentrum GmbH","Verdener Platz 3, (Ledeburg)","Hannover","","0511 44 45 37 30","http://www.1a-zentrum.de"
"1CARE GmbH","Friedrich-Ebert-Anlage 18, (Westend-Süd)","Frankfurt am Main","","069 48 00 64 72","http://www.truecare-pflegepersonal.de"
"3P Personalmanagement GmbH","Landsberger Straße 302","München","","0171 5 67 75 39","https://www.3p-personal.de/"
"A. Angeli & L. Odenwald Hostessenagentur & Veranstaltungsservice","Grazer Str. 27, (Bieber)","Offenbach am Main","","069 43 05 61 50","http://www.hostess-and-more.de"
"A.C.-Filderstadt Logistik Personalberatung","Im Brandfeld 34, (Harthausen)","Filderstadt","","07158 1 28 58 35",""
"A. Lawrence und M. Joehnk Unternehmensberatung ORSON Consulting GbR","Azenbergstr. 31, (Nord)","Stuttgart","","0711 12 89 73 00","http://www.orson-consulting.com"
"ABC Event Chefs GmbH","Spichernstr. 55, (Derendorf)","Düsseldorf","info@abc-event-chefs.de","0176 82 28 30 07",""
"add-on Personal & Lösungen GmbH Personalvermittlung","Sigmundstr. 110, (Höfen)","Nürnberg","kontakt@addon-personal.de","",""
"Adecco Personaldienstleistungen GmbH","Brinkmannshof 10","Leer","","0491 2 06 67 80","https://www.adecco.de/standorte/ostrhauderfehn-adde_ler/"
"Adecco Personaldienstleistungen GmbH","Theodor-Heuss-Allee 108","Frankfurt am Main","","069 6 68 19 45 00","https://www.adecco.de/standorte/frankfurt-am-main-adde_f2/"
"Adecco Personaldienstleistungen GmbH","Zur Porta 6-8","Porta Westfalica","","0571 3 98 92 80","https://www.adecco.de/standorte/porta-westfalica-adde_mi2/"
"Adecco Personaldienstleistungen GmbH Medical","Habsburgerring 2","Köln","","0221 4 20 79 10","https://www.adecco.de/standorte/koln-adde_k2/"
"Advised Skills","Eichborndamm / G 167","Berlin","","030 30 80 71 65","https://www.advisedskills.com/de/"
"Ageneo Life Science Experts Interim Solutions GmbH","Werner-Schlierf-Str. 25, (Obergiesing)","München","","089 7 26 32 10 00","http://www.ageneo.de"
"AGENT HIRE","Höltenweg 51","Münster","","0251 59 06 46 54","https://www.agenthire.de/"
"Agile Factory","Hammfelddamm 4a","Neuss","","0177 3 97 76 63","http://agile-factory.de"
"AK Personalmanagement GmbH","Bretonischer Ring 46 A, (Neukeferloh)","München","","0157 34 12 03 56",""
"Akzent Personaldienstleistung Mitte GmbH","Kavalierstraße 39","Dessau-Roßlau","","0340 89 98 44 10","https://www.akzent-personal.de/jobs-in-dessau"
"Akzent Personaldienstleistung Mitte GmbH","Wagner-Régeny-Straße 12","Berlin","","030 2 83 99 10","https://www.akzent-personal.de/"
"Akzent Personaldienstleistungen GmbH","Dankwartstraße 22","Wismar","","03841 7 84 97 10","https://www.akzent-personal.de/jobs-in-wismar"
"Akzent Personaldienstleistungen GmbH","Dierkower Damm 38a","Rostock","","0381 2 52 03 10","https://www.akzent-personal.de/jobs-in-rostock"
"Akzent Personaldienstleistungen GmbH","Friedericistraße 9","Gera","","0365 55 24 72 10","https://www.akzent-personal.de/jobs-in-gera"
"Akzent Personaldienstleistungen GmbH","Grassistraße 20","Leipzig","","0341 9 83 78 18","https://www.akzent-personal.de/jobs-in-leipzig-medizin"
"Akzent Personaldienstleistungen GmbH","Hohe Straße 17","Dresden","","0351 88 84 95 11","https://www.akzent-personal.de/jobs-in-dresden-kfm"
"Akzent Personaldienstleistungen GmbH","Johannisstraße 7","Altenburg","","03447 5 12 99 10","https://www.akzent-personal.de/jobs-in-altenburg"
"Akzent Personaldienstleistungen GmbH","Lübecker Straße 25","Schwerin","","0385 20 06 67 66","https://www.akzent-personal.de/jobs-in-schwerin"
"Akzent Personaldienstleistungen GmbH","Martinstraße 8","Halle","","0345 97 79 40 10","https://www.akzent-personal.de/jobs-in-halle"
"Akzent Personaldienstleistungen GmbH","Mendelssohnallee 1","Dresden","","0351 32 34 86 23","https://www.akzent-personal.de/"
"Akzent Personaldienstleistungen GmbH","Neefestraße 42","Chemnitz","","0371 4 81 96 24 20","https://www.akzent-personal.de/jobs-in-chemnitz"
"Akzent Personaldienstleistungen GmbH","Reichenstraße 3","Bautzen","","03591 5 57 44 10","https://www.akzent-personal.de/"
"Akzent Personaldienstleistungen GmbH","Schauenburgerstraße 35","Hamburg","","040 41 91 92 74","https://www.akzent-personal.de/jobs-in-hamburg"
"Akzent Personaldienstleistungen GmbH","Scheelestraße 9","Stralsund","","03831 2 03 35 80","https://www.akzent-personal.de/jobs-in-stralsund"
"Alba Medical Staff GmbH","Fronäckerstr. 34","Sindelfingen","","07031 2 61 79 60",""
"ALBERS ADVISORY GmbH","","","info@albers-advisory.com","0176 22 69 83 35",""
"Ali Caglar Personalvermittlung","Erwin-Bosch-Ring 19","Krumbach (Schwaben)","","0162 4 12 89 07","http://www.personal-fair.de"
"All Medical GmbH","Sanddornweg 32","Stralsund","","03831 3 03 78 00","https://honorararzt.de"
"Allrounder 24 Göttmann","Feldbergstraße 27","Langen","","06103 2 07 69 30","https://www.allroundergottmann.de"
"Allrounder 24 Göttmann UG","Königstr. 27, (Mitte)","Stuttgart","","06103 2 07 69 33",""
"Andrea Baumann Personalvermittlung","Frankenstr. 6/1","Schelklingen","","07394 9 33 45 80","http://www.ulmer-pflege24.de"
"Andrea Michalek-Ennen und Petra Holland GbR Team PAS-st perfekt","Kohlmannstr. 4, (Horn)","Bremen","","0421 2 42 83 42","http://pas-stperfekt.de"
"Andreas Dulkies Addcon - intelligente Dienstleistungen","Komturstr. 58-62, (Tempelhof)","Berlin","","030 42 01 78 43","http://www.addcon-vermittlung.de"
"Andreas Uredat Der Personalfinder","Klusriede 24","Langenhagen","","0511 33 05 99 70","http://www.der-personalfinder.de"
"Anel Hadzic n-experts Personalberatung","Gerbermühlstr. 37, (Sachsenhausen)","Frankfurt am Main","","069 26 02 42 62","http://www.n-experts.com"
"Anja Schoetensack Credoflex Personalberatung","Ernst-Thälmann-Str. 4","Schönebeck (Elbe)","","03928 4 69 84 30","http://credoflex.de"
"Anja Wessnitzer Personalvermittlung Bellarinas","Beuerner Str. 67, (Lichtental)","Baden-Baden","","07221 7 79 06 39","http://www.bellarinas.de"
"Anna Epping Vermittlung Ost Engel","Eichenweg 8","Delbrück","","05250 93 41 72","http://www.ost-engel-haushaltshilfen.de"
"Anna Magdalena Viernickel Berufsbetreuerin und Berufsvormund","Magdeburger Allee 5, (Andreasvorstadt)","Erfurt","","0361 66 01 10 24","http://www.viernickel.eu"
"AnSa-Vital - Pflegeagentur für 24 Stunden Haushaltshilfen und Pflegekräften aus Polen","Eigelstein 147","Köln","","0221 16 99 64 38","https://www.24h-seniorenbetreuung-pflege.de"
"Arbeits-Express Management GmbH","Millerntorplatz 1, (St. Pauli)","Hamburg","","040 57 19 94 60","http://arbeits-express.de"
"Arda Industrie Service","Bahnhofstraße 25","Peine","","05171 5 40 85 29","https://www.arda-service.de"
"Armin Amiri","Berliner Str. 49, (Innenstadt)","Gütersloh","","05241 3 06 90 05","http://deutsches-fachkraefte-werk.de"
"Armin Roßmann Arbeitnehmerüberlassung","Kettelerstr. 11","Weiden i.d.OPf.","","0961 20 65 25 63","http://www.europa-dienstleistungen.de"
"Arslan Karaokcu Karaokcu Service","Budapester Str. 33a, (Tiergarten)","Berlin","","030 2 62 76 99",""
