"agency_name","address","city","email","phone_number","website"
"Smartwork Leasing A. Federow e.K. Zeitarbeit","Schwartauer Allee 92, (St. Lorenz Nord)","Lübeck","smartwork@online.de","0800 8 89 88 00","http://www.smartwork-leasing.de"
"Fiperly Personalvermittlung Bertelsen","Gülitzer Str. 25, (Wüsten Vahrnow)","Perleberg","info@fiperly.de","0171 8 62 81 70","http://www.fiperly.de"
"jobtensor","Katernberger Str. 107, (Katernberg)","Essen","support@jobtensor.com","0201 99 95 05 60","https://jobtensor.com/"
"Perfect Search","Otto-Hue-Str. 12a, (Mitte)","Herne","anfrage@perfect-search.de","0172 2 68 90 94","https://www.perfect-search.de/"
"ROG - Recruiting ohne Grenzen","Havelufer 14, (Lehnitz)","Oranienburg","dave.howaldt@rog-recruiting.de","030 4 23 99 27","https://www.rog-recruiting.de/"
"Shining Staff","Hans-Böckler-Platz 3, (Mitte)","Mülheim an der Ruhr","consulting@shiningstaff.com","0172 3 23 01 28","https://www.shiningstaff.com/"
"staff-germany.com","Alfredstr. 191, (Rüttenscheid)","Essen, Ruhr","hello@staff-germany.com","0201 85 78 39 90","http://www.staff-germany.com"
"Akzent Personaldienstleistung Mitte GmbH","Lange Laube 14","Hannover","","0511 65 53 34 22","https://www.akzent-personal.de/jobs-in-hannover"
"Alexander Graham International GmbH","Königsallee 14, (Stadtmitte)","Düsseldorf","info@alexandergraham.de","0211 87 97 99 90",""
"Randstad Bad Kreuznach","Mannheimer Str. 139","Bad Kreuznach","nl-128@randstad.de","0671 83 41 10","https://www.randstad.de/standorte/randstad-bad-kreuznach_3596/"
"AP Management LORENZ - Arbeits- und Personalvermittlung","Hornstraße 15","Freiberg","kontakt@ap-management.info","03731 6 92 96 03","https://ap-management.info/"
"Cleankraft Gebäudereinigung - Büroreinigung, Fensterreinigung & Treppenhausreinigung in Essen","Nockwinkel 93","Essen","info@cleankraft.de","0201 25 90 17 85","https://cleankraft.de"
"JUKE Talents","Bredenbeck 28","Senden","info@juke-talents.de","02509 2 09 90 10","https://juke-talents.de"
"Orizon - Personalvermittlung & Zeitarbeit Offenburg","Marlener Straße 2","Offenburg","oberrhein@orizon.de","0781 60 58 80","https://www.orizon.de/de/standortsuche/offenburg?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST053"
"ProServ Produktionsservice und Personaldienste GmbH","Edouard-Michelin-Platz 1","Homburg","","06841 77 27 65",""
"Randstad Burgwedel","Am Berkhopsfeld 4","Burgwedel","ris-rossmann@randstad.de","05139 97 79 90","https://www.randstad.de/standorte/randstad-burgwedel_3729/"
"Randstad Pforzheim - Wilferdinger Höhe","Rastatter Straße 15","Pforzheim","ris-admedes@randstad.de","07231 92 23 13 05","https://www.randstad.de/standorte/randstad-pforzheim-rastatter-strasse_3809/"
"Akzent Personaldienstleistungen GmbH","Markt 2","Jena","jena@akzent-personal.de","03641 3 47 02 20","https://www.akzent-personal.de/jobs-in-jena"
"BCH GmbH Personalvermittlung","Farmstr. 118, (Walldorf)","Mörfelden-Walldorf","info@bch.gmbh","06241 3 85 47 85",""
"Dornseifer Personalmanagement GmbH","Lindenthaler Straße 55","Leipzig","leipzig@dornseifer-personal.de","0341 4 62 68 00","http://www.dornseifer-personal.de/"
"FERCHAU GmbH","Flughafenstraße 4","Erfurt","erfurt@ferchau.com","0361 6 01 34 80","https://www.ferchau.com/de/de/ueber-uns/niederlassungen/erfurt"
"FINEOO (ehem. personal IDEAL)","Chemnitzer Straße 115","Dresden","kontakt@fineoo.de","0351 26 44 16 00","https://fineoo.de"
"Hays","Willy-Brandt-Platz 1-3","Mannheim","mannheim@hays.de","0621 1 78 80","https://www.hays.de/personalvermittlung/personaldienstleister/standorte/mannheim"
"Leinemonteure GmbH","Schulenburger Landstraße 128","Hannover","","0511 9 11 61 10","https://www.leinemonteure.de"
"Michael Jahnke Jürgen Kling Harry Meyer agentur wanted","Gneisenaustr. 66, (Kreuzberg)","Berlin","","030 6 95 79 80","http://www.agentur-wanted.de"
"Nerz GmbH","Kronenstraße 51","Troisdorf","info@nerz.jobs","02241 9 73 99 70","http://www.nerz-personal.de"
"Orizon Personalvermittlung Villingen-Schwenningen","St.-Nepomuk-Straße 1","Villingen-Schwenningen","bodensee-baar@orizon.de","07721 9 92 48 10","https://www.orizon.de/de/standortsuche/villingen-schwenningen?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST008"
"Orizon - Zeitarbeit & Personalvermittlung Kempten","Bodmanstraße 1","Kempten (Allgäu)","allgaeu@orizon.de","0831 52 23 10","https://www.orizon.de/de/standortsuche/kempten?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST088"
"P.H. Personal Gesellschaft für Zeitarbeit mbH","Martin-Andersen-Nexö-Strasse 34","Erfurt","service@hoffmann-personal.de","0361 34 96 50","http://www.hoffmann-personal.de"
"Paskal Job GmbH","Dalbergstr. 29, (Innenstadt)","Fulda","paskaljob@yahoo.com","0152 15 24 77 93","http://sites.google.com/view/paskaljob/home-page"
"PF Dienstleistungen","Zehntwerderweg 170","Berlin","info@pfdienstleistungen.de","030 89 63 98 24","http://pfdienstleistungen.de"
"pluss Osnabrück - Care People (Medizin/Pflege) & Bildung und Soziales","Kollegienwall 1a","Osnabrück","osnabrueck@care-people.com","0541 34 96 97 90","https://www.pluss.de/kontakt?division=all&city=Osnabrück&page=0"
"plusswerk Wilhelmshaven - Handwerk, Industrie & Office","Ebertstraße 84","Wilhelmshaven","wilhelmshaven@plusswerk.de","04421 7 58 27 70","https://www.plusswerk.de/kontakt?city=Wilhelmshaven&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=wilhelmshaven_hwk_ind_off"
"Randstad Arnsberg","Hauptstrasse 22-24","Arnsberg","nl-370@randstad.de","02932 89 03 70","https://www.randstad.de/standorte/randstad-arnsberg_3677/"
"Randstad Automotive Landshut","Ritter-Von-Schoch-Straße 21b","Landshut","landshut915@randstad-automotive.de","0871 43 01 70","https://www.randstad.de/standorte/randstad-automotive-landshut_3866/"
"Randstad Cityhaus Leipzig","Nikolaistraße 3","Leipzig","leipzig1@randstad.de","0341 99 72 70","https://www.randstad.de/standorte/randstad-cityhaus-leipzig_3529/"
"Randstad Coburg","Ketschengasse 30","Coburg","coburg@randstad.de","09561 8 00 40","https://www.randstad.de/standorte/randstad-coburg_3643/"
"Randstad Duisburg","Kuhtor 1","Duisburg","duisburg047@randstad.de","0203 28 28 50","https://www.randstad.de/standorte/randstad-duisburg_3553/"
"Randstad Essen","Kastanienallee 108","Essen","nl-043@randstad.de","0201 10 57 10","https://www.randstad.de/standorte/randstad-essen_3550/"
"Randstad Haldensleben","Steinstraße 1","Haldensleben","nl-159@randstad.de","03904 87 69 10","https://www.randstad.de/standorte/randstad-haldensleben_3804/"
"Randstad Hamburg-Beiersdorfstraße","Beiersdorfstraße 2","Hamburg","ris-beiersdorf.hamburg@randstad.de","040 60 59 05 50","https://www.randstad.de/standorte/randstad-hamburg-beiersdorfstrasse_3727/"
"Randstad Hoyerswerda","Grünewaldring 1","Hoyerswerda","nl-2123@de.randstad.com","03571 4 79 20","https://www.randstad.de/standorte/randstad-hoyerswerda_3824/"
"Randstad Ingolstadt","Moritzstraße 13","Ingolstadt","ingolstadt@randstad.de","0841 93 82 70","https://www.randstad.de/standorte/randstad-ingolstadt_3647/"
"Randstad Landsberg am Lech","Hubert-Von-Herkomer-Straße 73","Landsberg am Lech","nl-151@randstad.de","08191 94 77 70","https://www.randstad.de/standorte/randstad-landsberg-lech_3604/"
"Randstad Lingen","Am Markt 25","Lingen (Ems)","nl-104@randstad.de","0591 90 11 60","https://www.randstad.de/standorte/randstad-lingen_3585/"
"Randstad Osterode","Petershütter Allee 29","Osterode am Harz","ris-kamax.osterode@randstad.de","05522 9 98 99 12","https://www.randstad.de/standorte/randstad-osterode_3793/"
"Randstad Saarbrücken","Bahnhofstr. 80","Saarbrücken","nl-239@randstad.de","0681 38 93 60","https://www.randstad.de/standorte/randstad-saarbruecken_3638/"
"Randstad Schweinfurt","Wolfsgasse 3","Schweinfurt","ris-fresenius.schweinfurt@randstad.de","01525 4 50 68 02","https://www.randstad.de/standorte/randstad-schweinfurt_5502/"
"Randstad Stralsund","Judenstraße 4","Stralsund","nl-161@randstad.de","03831 28 90 90","https://www.randstad.de/standorte/randstad-stralsund_3607/"
"Randstad Weißenburg","Niederhofener Straße 35","Weißenburg i. Bay.","weissenburg@randstad.de","09141 87 39 80","https://www.randstad.de/standorte/randstad-weissenburg_3694/"
"Randstad Wittlich","Friedrichstraße 29","Wittlich","nl-134@randstad.de","06571 9 55 50","https://www.randstad.de/standorte/randstad-wittlich_3600/"
"Randstad Zwickau","Dr.-Friedrichs-Ring 20","Zwickau","zwickau117@randstad.de","0375 27 49 80","https://www.randstad.de/standorte/randstad-zwickau_3591/"
"Akzent Personaldienstleistungen GmbH","Schwepnitzer Straße 2","Dresden","dresden-hw@akzent-personal.de","0351 32 34 86 20","https://www.akzent-personal.de/jobs-in-dresden-handwerk"
"Akzent Personaldienstleistungen GmbH","Schwepnitzer Straße 2","Dresden","dresden-med@akzent-personal.de","0351 32 34 86 44","https://www.akzent-personal.de/jobs-in-dresden-medizin"
"Akzent Personaldienstleistung Mitte GmbH","Franz-Jacob-Str. 2","Berlin","","030 28 39 91 10","https://www.akzent-personal.de/jobs-in-berlin-ost"
"Dornseifer Personalmanagement GmbH","Geisweider Straße 4","Siegen","siegen@dornseifer-personal.de","0271 77 34 55 20","http://www.dornseifer-personal.de/"
"Randstad Gießen","Liebigstraße 11","Gießen","ris-tucker.giessen@randstad.de","01525 4 50 91 70","https://www.randstad.de/standorte/randstad-giessen_3637/"
"Akzent Personaldienstleistungen GmbH","Großer Brockhaus 1","Leipzig","leipzig@akzent-personal.de","0341 9 83 78 10","https://www.akzent-personal.de/jobs-in-leipzig"
"Akzent Personaldienstleistungen GmbH","Otto-Von-Guericke-Straße 86a","Magdeburg","magdeburg@akzent-personal.de","0391 5 35 79 10","https://www.akzent-personal.de/jobs-in-magdeburg"
"Randstad Erfurt","Juri-Gagarin-Ring 158","Erfurt","jobsinerfurt@de.randstad.com","0361 56 59 70","https://www.randstad.de/standorte/randstad-erfurt_3532/"
"Randstad Hannover","Lister Meile 50","Hannover","nl-030@randstad.de","0511 2 28 77 70","https://www.randstad.de/standorte/randstad-hannover_3541/"
"Hays","Im Mediapark 8","Köln","koeln@hays.de","0221 88 04 10","https://www.hays.de/personalvermittlung/personaldienstleister/standorte/koeln"
"pluss Kassel - Care People (Medizin/Pflege) & Bildung und Soziales","Elisabeth-Consbruch-Straße 3","Kassel","kassel@care-people.com","0561 9 37 16 30","https://www.pluss.de/kontakt?city=Kassel&page=0&division=carePeople&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=kassel_cp"
"Randstad Cityhaus Berlin","Friedrichstraße 148","Berlin","nl-033@randstad.de","030 25 29 00","https://www.randstad.de/standorte/randstad-cityhaus-berlin_3543/"
"Randstad Cityhaus Stuttgart","Königstraße 56","Stuttgart","nl-070@randstad.de","0711 16 29 80","https://www.randstad.de/standorte/randstad-cityhaus-stuttgart_3561/"
"Randstad Dortmund","Kampstraße 6","Dortmund","nl-041@randstad.de","0231 9 14 41 90","https://www.randstad.de/standorte/randstad-dortmund_3548/"
"Randstad Euskirchen","Procter-Und-Gamble-Straße","Euskirchen","ris-procter.gamble.euskirchen@randstad.de","02251 12 17 27","https://www.randstad.de/standorte/randstad-euskirchen_3716/"
